CustomerId,ProductPrice
2995,2226.13
3957,3887.78
6115,2571.88
6115,3730.59
9918,1543.37
9918,2408.15
9113,2042.56
9113,213.5
9113,1810.41
3957,1906.9
474,413.74
474,2320.62
474,3850.65
474,3006.42
474,1278.18
474,455.12
7234,2742.25
2011,3181.64
1536,4371.99
1536,2419.07
1536,1561.3
1536,1712.37
1536,1188.97
1536,670.32
1536,2979.95
8880,2783.21
7787,381.71
7787,1215.62
7787,2300.23
7787,2742.53
6609,865.92
2926,4707.09
2926,109.0
7104,1579.79
7104,4958.22
7104,1637.97
7104,3520.07
5027,1471.48
5027,1536.58
3119,469.43
1586,4964.79
4955,3844.75
4501,1240.32
2935,3985.85
2935,3295.16
2935,1858.18
2935,2673.5
7360,489.91
3295,3417.28
3195,3001.37
4800,1225.78
4800,2371.42
4800,4577.8
4800,1746.55
4800,2814.61
4800,2192.03
3922,3584.78
5275,3062.36
5275,4810.76
2674,111.46
2648,2588.98
2648,2451.28
2648,4672.06
2648,18.65
2648,4426.45
2648,771.24
2648,2748.88
2648,624.19
2648,1603.42
2648,1555.46
2648,3926.68
2648,3304.14
9363,3250.35
9363,4355.28
9363,1334.43
6801,2482.4
6801,2977.15
6801,1335.5
147,4641.08
9834,4506.83
8244,2912.46
8244,3321.22
8307,1925.74
8307,3336.35
8540,451.99
8540,1153.34
8540,492.29
8540,3052.9
8540,17.38
8540,321.89
8540,2266.5
8407,4370.72
8407,2000.05
1577,1489.62
1577,4473.43
1577,2433.05
8969,74.56
8969,1638.87
4931,20.14
4931,4153.96
