CustomerId,ProductPrice
8540,17.38
2648,18.65
4931,20.14
8969,74.56
2926,109.0
2674,111.46
9113,213.5
8540,321.89
7787,381.71
474,413.74
8540,451.99
474,455.12
3119,469.43
7360,489.91
8540,492.29
2648,624.19
1536,670.32
2648,771.24
6609,865.92
8540,1153.34
1536,1188.97
7787,1215.62
4800,1225.78
4501,1240.32
474,1278.18
9363,1334.43
6801,1335.5
5027,1471.48
1577,1489.62
5027,1536.58
9918,1543.37
2648,1555.46
1536,1561.3
7104,1579.79
2648,1603.42
7104,1637.97
8969,1638.87
1536,1712.37
4800,1746.55
9113,1810.41
2935,1858.18
3957,1906.9
8307,1925.74
8407,2000.05
9113,2042.56
4800,2192.03
2995,2226.13
8540,2266.5
7787,2300.23
474,2320.62
4800,2371.42
9918,2408.15
1536,2419.07
1577,2433.05
2648,2451.28
6801,2482.4
6115,2571.88
2648,2588.98
2935,2673.5
7234,2742.25
7787,2742.53
2648,2748.88
8880,2783.21
4800,2814.61
8244,2912.46
6801,2977.15
1536,2979.95
3195,3001.37
474,3006.42
8540,3052.9
5275,3062.36
2011,3181.64
9363,3250.35
2935,3295.16
2648,3304.14
8244,3321.22
8307,3336.35
3295,3417.28
7104,3520.07
3922,3584.78
6115,3730.59
4955,3844.75
474,3850.65
3957,3887.78
2648,3926.68
2935,3985.85
4931,4153.96
9363,4355.28
8407,4370.72
1536,4371.99
2648,4426.45
1577,4473.43
9834,4506.83
4800,4577.8
147,4641.08
2648,4672.06
2926,4707.09
5275,4810.76
7104,4958.22
1586,4964.79
