CustomerId,ProductPrice
9799,0.39
8172,1.4
7695,1.4
7853,1.96
1428,1.96
9394,3.15
324,3.49
2614,3.49
7859,3.95
3406,4.22
7203,4.22
7013,5.93
9148,5.93
4443,5.93
4327,5.93
8796,5.93
9638,6.42
5058,7.1
565,7.1
9649,7.1
5952,7.6
7873,7.75
7198,7.82
8133,8.29
9036,8.44
9915,9.0
568,9.0
445,9.0
6450,9.88
1981,10.54
6012,11.59
1588,13.33
9077,13.41
1137,13.41
9436,13.45
8234,13.49
7501,13.49
2196,13.49
9661,13.65
6687,13.65
8188,13.65
8447,14.56
8910,14.91
2980,14.91
2750,15.25
2913,15.25
3634,15.33
8776,16.03
1226,16.41
6819,16.41
1461,16.41
3605,16.41
2258,17.3
9712,17.3
8540,17.38
1738,18.65
2232,18.65
2078,18.65
2648,18.65
5915,18.65
4678,19.99
4931,20.14
3882,20.14
633,20.14
1660,20.15
3762,20.15
2348,20.15
8346,20.34
6096,20.34
9869,21.58
3387,22.34
1993,23.32
4597,23.32
6953,23.91
8956,23.97
3389,24.21
354,25.9
7873,25.9
9394,29.49
7168,30.63
1167,30.63
1149,31.75
1346,34.47
3106,34.48
5517,34.48
7550,34.63
9553,35.06
8654,35.06
7179,36.25
8863,36.25
7890,36.25
711,36.66
4748,37.89
9159,38.18
3072,38.18
1229,38.8
4173,38.8
5426,38.8
6604,39.38
3465,39.38
8478,39.51
5330,39.51
2271,41.8
8444,42.48
8250,42.8
9995,43.04
5860,43.46
8068,46.07
5237,46.07
1095,46.24
6211,46.24
1093,46.32
6401,46.32
1167,46.32
5764,46.87
8027,46.87
1113,48.22
9407,48.22
3041,48.81
4461,50.02
5609,50.02
5099,50.59
5639,50.59
6966,50.74
1385,50.74
3093,51.04
7714,51.12
649,51.12
9973,51.12
9950,52.64
9011,52.64
6031,52.66
6401,52.66
1346,52.75
3641,52.75
6606,52.75
5365,52.78
7688,54.8
7046,55.15
4600,55.15
8694,56.71
6771,56.71
2564,56.71
1736,56.71
711,57.08
1524,57.4
3415,62.08
5942,62.08
6065,64.0
1428,64.0
1863,64.56
8590,65.89
9208,69.42
1969,70.8
7701,71.07
6368,71.92
8765,71.92
1058,71.93
5985,71.98
6934,72.3
1441,72.3
464,72.98
2492,72.98
8969,74.56
5814,76.46
3063,76.46
2281,76.46
5808,77.08
5442,77.08
5657,77.08
4699,77.08
5296,78.03
2018,79.57
8536,79.57
2044,80.83
2614,81.48
7094,82.08
7730,82.18
2783,84.52
9927,84.52
8546,85.25
492,87.82
8942,87.82
3448,88.07
7982,88.59
2499,88.59
1394,93.39
3745,94.45
6649,96.64
2273,96.64
555,97.5
8551,97.74
5111,97.74
810,97.74
5183,99.59
6774,99.59
8009,99.68
9553,102.03
2499,102.03
7834,103.64
1281,103.64
3865,103.67
4867,103.83
8611,105.48
5735,106.15
4223,106.15
2677,107.33
3634,107.41
1711,107.41
7764,107.73
5559,108.41
4244,108.41
7423,108.41
2926,109.0
8639,109.0
5741,110.33
1566,111.4
2674,111.46
2989,112.94
920,112.97
2450,113.72
3988,113.72
5985,113.84
5177,114.26
7207,114.26
475,114.26
9462,114.62
9218,118.2
5090,118.2
1677,118.2
2893,118.2
780,119.07
7127,119.07
2697,120.94
3572,121.13
1017,121.13
7605,121.28
3314,121.28
7628,121.28
9360,122.25
9547,122.25
9610,122.25
3712,122.67
7655,122.93
7207,122.93
7696,122.93
3993,122.93
9264,123.98
9569,123.98
206,124.26
3684,124.58
6653,125.04
7266,125.29
5204,125.86
3209,126.55
7841,128.09
2039,128.09
1713,128.09
2172,128.41
8934,128.72
6294,128.72
4289,129.21
2867,131.71
3944,131.71
8570,131.71
8410,132.63
552,132.69
3392,136.14
9116,136.8
7046,136.97
4552,136.97
3689,138.73
6979,139.76
9335,142.23
473,143.08
5696,143.08
4231,143.52
3549,143.92
5008,144.09
800,144.76
3019,146.2
7884,146.41
7667,146.41
8883,146.46
493,146.72
6498,147.72
9417,148.85
5820,150.59
5136,150.59
3605,150.59
4164,150.59
1007,150.59
8447,150.59
2741,150.77
192,151.47
3337,151.7
8822,152.75
7873,155.9
1238,155.9
8275,155.96
7703,155.96
2811,155.97
7533,155.97
4740,157.6
9649,157.65
5735,157.65
1603,163.44
5029,163.88
4701,164.35
9802,164.46
970,164.77
474,165.22
3988,165.22
3074,166.19
799,167.49
5653,169.44
542,169.44
9775,169.44
1568,169.44
759,169.56
6347,171.83
4465,171.83
2260,172.44
7603,172.44
2526,173.21
11,173.52
4225,174.05
7450,174.52
24,174.52
7197,176.87
6616,177.54
9335,177.93
6440,177.96
3500,177.97
8465,177.97
6267,178.12
7124,178.12
7406,178.3
6537,178.34
6324,179.62
4734,182.62
4327,183.28
493,184.6
8371,184.6
9023,185.4
8333,185.85
5990,185.93
7551,187.97
2546,188.26
1359,188.43
920,188.43
7197,188.83
9129,190.78
566,190.78
7208,190.85
2373,190.85
3213,191.5
1348,191.5
2969,194.89
1288,194.89
388,195.21
5639,195.5
1437,195.63
781,195.63
8162,195.81
9775,195.81
9129,195.91
4076,195.91
5141,199.12
5461,199.12
6776,199.96
2466,199.96
6041,199.96
2532,203.6
9640,203.6
2526,203.6
5654,205.36
848,206.29
209,206.36
4259,207.13
6043,207.76
7533,207.76
5988,208.17
6247,209.19
3014,209.19
901,210.36
5545,211.06
2178,211.06
7529,211.48
7864,211.48
5766,211.77
888,212.96
618,212.96
5942,212.96
142,213.5
6096,213.5
9113,213.5
2084,213.82
4912,213.82
2838,214.98
6419,215.12
9318,215.12
9699,215.12
7499,215.51
8148,215.51
9479,215.51
5103,216.88
3755,216.88
9649,217.72
3461,219.24
461,219.24
2803,219.24
888,219.6
4827,219.6
1260,220.19
8556,220.19
5988,220.88
900,221.0
1125,221.0
2313,221.77
265,221.77
4665,222.3
4597,222.3
5005,223.4
6184,223.94
4551,223.94
6840,223.94
8091,224.53
5956,224.53
3014,224.53
6668,226.3
6264,228.97
9462,228.97
8179,229.32
3635,229.38
9661,229.64
4417,229.64
9481,229.64
7053,229.64
3581,231.26
8845,231.35
8684,232.59
5044,232.59
1095,232.59
3016,232.59
7454,233.51
1953,233.52
3728,233.96
2242,234.29
4213,234.54
9926,234.54
8710,234.67
4491,236.07
4395,236.07
7059,236.62
2458,236.74
6798,236.74
1005,237.71
7244,239.99
8848,239.99
6343,240.26
1201,241.3
5327,241.3
3049,242.52
1650,242.52
4584,242.73
7141,244.32
4934,244.8
1706,244.8
3201,246.53
5487,247.64
9078,248.02
9466,248.02
4923,248.18
9369,249.31
5597,249.62
9126,249.62
6531,250.11
1514,250.11
2220,250.11
9229,250.11
7161,250.21
304,251.32
6190,251.55
122,252.46
6948,252.46
3635,252.46
3845,254.52
